ID,2007NA1,2007NA2,2007NA3,2007NA4,2007NA5,2007NAK,2008NA1,2008NA2,2008NA3,2008NA4,2008NA5,2008NAK,2009NA1,2009NA2,2009NA3,2009NA4,2009NA5,2009NAK,2010NA1,2010NA2,2010NA3,2010NA4,2010NA5,2010NAK,High,Medium,Low,E07NA1,E07NA2,E07NA3,E07NA4,E07NA5,E07NAK,E08NA1,E08NA2,E08NA3,E08NA4,E08NA5,E08NAK,E09NA1,E09NA2,E09NA3,E09NA4,E09NA5,E09NAK,E10NA1,E10NA2,E10NA3,E10NA4,E10NA5,E10NAK
359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.04,2.04,2.04,2.04,2.04,0.00,1.81,1.81,1.81,1.81,1.81,0.00,1.91,1.91,1.91,1.91,1.91,0.00,1.81,1.81,1.81,1.81,1.81,0.00
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.29,1.29,1.29,1.29,1.29,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.39,1.39,1.39,1.39,1.39,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.64,1.64,1.64,1.64,1.64,0.00,1.49,1.49,1.49,1.49,1.49,0.00,1.57,1.57,1.57,1.57,1.57,0.00,1.53,1.53,1.53,1.53,1.53,0.00
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.94,1.94,1.94,1.94,1.94,0.00,1.61,1.61,1.61,1.61,1.61,0.00,1.73,1.73,1.73,1.73,1.73,0.00,1.65,1.65,1.65,1.65,1.65,0.00
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.45,2.45,2.45,2.45,2.45,0.00,1.94,1.94,1.94,1.94,1.94,0.00,2.08,2.08,2.08,2.08,2.08,0.00,1.86,1.86,1.86,1.86,1.86,0.00
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.37,2.37,2.37,2.37,2.37,0.00,1.87,1.87,1.87,1.87,1.87,0.00,2.00,2.00,2.00,2.00,2.00,0.00,1.83,1.83,1.83,1.83,1.83,0.00
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.85,1.85,1.85,1.85,1.85,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.85,1.85,1.85,1.85,1.85,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.35,3.35,3.35,3.35,3.35,0.00,2.81,2.81,2.81,2.81,2.81,0.00,2.93,2.93,2.93,2.93,2.93,0.00,2.41,2.41,2.41,2.41,2.41,0.00
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.29,2.29,2.29,2.29,2.29,0.00,1.85,1.85,1.85,1.85,1.85,0.00,1.98,1.98,1.98,1.98,1.98,0.00,1.76,1.76,1.76,1.76,1.76,0.00
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.10,2.10,2.10,2.10,2.10,0.00,1.66,1.66,1.66,1.66,1.66,0.00,1.78,1.78,1.78,1.78,1.78,0.00,1.60,1.60,1.60,1.60,1.60,0.00
397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2.12,2.12,2.12,2.12,2.12,0.00,1.67,1.67,1.67,1.67,1.67,0.00,1.78,1.78,1.78,1.78,1.78,0.00,1.66,1.66,1.66,1.66,1.66,0.00
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.85,1.85,1.85,1.85,1.85,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.85,1.85,1.85,1.85,1.85,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.84,4.84,4.84,4.84,4.84,0.00,3.86,3.86,3.86,3.86,3.86,0.00,4.08,4.08,4.08,4.08,4.08,0.00,3.28,3.28,3.28,3.28,3.28,0.00
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22,0.22,0.22,0.22,0.22,0.00,0.18,0.18,0.18,0.18,0.18,0.00,0.19,0.19,0.19,0.19,0.19,0.00,0.15,0.15,0.15,0.15,0.15,0.00
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.65,0.65,0.65,0.65,0.65,0.00,0.60,0.60,0.60,0.60,0.60,0.00,0.70,0.70,0.70,0.70,0.70,0.00,0.68,0.68,0.68,0.68,0.68,0.00
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.64,1.64,1.64,1.64,1.64,0.00,1.32,1.32,1.32,1.32,1.32,0.00,1.37,1.37,1.37,1.37,1.37,0.00,1.52,1.52,1.52,1.52,1.52,0.00
418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.85,1.85,1.85,1.85,1.85,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.46,1.46,1.46,1.46,1.46,0.00,1.66,1.66,1.66,1.66,1.66,0.00
431,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.88,5.88,5.88,5.88,5.88,0.00,4.75,4.75,4.75,4.75,4.75,0.00,4.85,4.85,4.85,4.85,4.85,0.00,3.99,3.99,3.99,3.99,3.99,0.00
432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.88,3.88,3.88,3.88,3.88,0.00,3.42,3.42,3.42,3.42,3.42,0.00,3.55,3.55,3.55,3.55,3.55,0.00,3.03,3.03,3.03,3.03,3.03,0.00
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.65,1.65,1.65,1.65,1.65,0.00,1.63,1.63,1.63,1.63,1.63,0.00,1.67,1.67,1.67,1.67,1.67,0.00,1.50,1.50,1.50,1.50,1.50,0.00
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.16,1.16,1.16,1.16,1.16,0.00,1.16,1.16,1.16,1.16,1.16,0.00,1.19,1.19,1.19,1.19,1.19,0.00,1.08,1.08,1.08,1.08,1.08,0.00
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79,0.79,0.79,0.79,0.79,0.00,0.78,0.78,0.78,0.78,0.78,0.00,0.96,0.96,0.96,0.96,0.96,0.00,0.90,0.90,0.90,0.90,0.90,0.00
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.92,0.92,0.92,0.92,0.92,0.00,0.88,0.88,0.88,0.88,0.88,0.00,1.06,1.06,1.06,1.06,1.06,0.00,1.02,1.02,1.02,1.02,1.02,0.00
437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.16,1.16,1.16,1.16,1.16,0.00,1.03,1.03,1.03,1.03,1.03,0.00,1.16,1.16,1.16,1.16,1.16,0.00,1.19,1.19,1.19,1.19,1.19,0.00
450,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.41,5.41,5.41,5.41,5.41,0.00,5.02,5.02,5.02,5.02,5.02,0.00,4.93,4.93,4.93,4.93,4.93,0.00,4.19,4.19,4.19,4.19,4.19,0.00
451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.06,4.06,4.06,4.06,4.06,0.00,4.13,4.13,4.13,4.13,4.13,0.00,4.11,4.11,4.11,4.11,4.11,0.00,3.60,3.60,3.60,3.60,3.60,0.00
452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.40,3.40,3.40,3.40,3.40,0.00,3.40,3.40,3.40,3.40,3.40,0.00,3.47,3.47,3.47,3.47,3.47,0.00,3.15,3.15,3.15,3.15,3.15,0.00
453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.95,2.95,2.95,2.95,2.95,0.00,2.94,2.94,2.94,2.94,2.94,0.00,3.03,3.03,3.03,3.03,3.03,0.00,2.76,2.76,2.76,2.76,2.76,0.00
454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.85,0.85,0.85,0.85,0.85,0.00,0.84,0.84,0.84,0.84,0.84,0.00,1.03,1.03,1.03,1.03,1.03,0.00,0.97,0.97,0.97,0.97,0.97,0.00
455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.85,0.85,0.85,0.85,0.85,0.00,0.84,0.84,0.84,0.84,0.84,0.00,1.03,1.03,1.03,1.03,1.03,0.00,0.97,0.97,0.97,0.97,0.97,0.00
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.85,0.85,0.85,0.85,0.85,0.00,0.84,0.84,0.84,0.84,0.84,0.00,1.03,1.03,1.03,1.03,1.03,0.00,0.97,0.97,0.97,0.97,0.97,0.00
469,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.05,4.05,4.05,4.05,4.05,0.00,4.81,4.81,4.81,4.81,4.81,0.00,4.53,4.53,4.53,4.53,4.53,0.00,3.92,3.92,3.92,3.92,3.92,0.00
470,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.92,3.92,3.92,3.92,3.92,0.00,4.80,4.80,4.80,4.80,4.80,0.00,4.51,4.51,4.51,4.51,4.51,0.00,4.05,4.05,4.05,4.05,4.05,0.00
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.45,3.45,3.45,3.45,3.45,0.00,3.53,3.53,3.53,3.53,3.53,0.00,3.57,3.57,3.57,3.57,3.57,0.00,3.23,3.23,3.23,3.23,3.23,0.00
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.36,3.36,3.36,3.36,3.36,0.00,3.35,3.35,3.35,3.35,3.35,0.00,3.43,3.43,3.43,3.43,3.43,0.00,3.11,3.11,3.11,3.11,3.11,0.00
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.46,1.46,1.46,1.46,1.46,0.00,1.45,1.45,1.45,1.45,1.45,0.00,1.61,1.61,1.61,1.61,1.61,0.00,1.49,1.49,1.49,1.49,1.49,0.00
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,0.97,0.97,0.97,0.97,0.00,0.87,0.87,0.87,0.87,0.87,0.00,1.07,1.07,1.07,1.07,1.07,0.00,1.10,1.10,1.10,1.10,1.10,0.00
475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.18,1.18,1.18,1.18,1.18,0.00,0.93,0.93,0.93,0.93,0.93,0.00,1.14,1.14,1.14,1.14,1.14,0.00,1.34,1.34,1.34,1.34,1.34,0.00
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.65,4.65,4.65,4.65,4.65,0.00,5.21,5.21,5.21,5.21,5.21,0.00,4.72,4.72,4.72,4.72,4.72,0.00,4.30,4.30,4.30,4.30,4.30,0.00
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.49,3.49,3.49,3.49,3.49,0.00,3.29,3.29,3.29,3.29,3.29,0.00,3.58,3.58,3.58,3.58,3.58,0.00,3.62,3.62,3.62,3.62,3.62,0.00
491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.40,3.40,3.40,3.40,3.40,0.00,3.23,3.23,3.23,3.23,3.23,0.00,3.46,3.46,3.46,3.46,3.46,0.00,3.37,3.37,3.37,3.37,3.37,0.00
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.98,1.98,1.98,1.98,1.98,0.00,1.77,1.77,1.77,1.77,1.77,0.00,2.00,2.00,2.00,2.00,2.00,0.00,2.08,2.08,2.08,2.08,2.08,0.00
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.23,1.23,1.23,1.23,1.23,0.00,0.94,0.94,0.94,0.94,0.94,0.00,1.15,1.15,1.15,1.15,1.15,0.00,1.40,1.40,1.40,1.40,1.40,0.00
494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.23,1.23,1.23,1.23,1.23,0.00,0.94,0.94,0.94,0.94,0.94,0.00,1.15,1.15,1.15,1.15,1.15,0.00,1.40,1.40,1.40,1.40,1.40,0.00
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.58,4.58,4.58,4.58,4.58,0.00,4.65,4.65,4.65,4.65,4.65,0.00,4.32,4.32,4.32,4.32,4.32,0.00,3.99,3.99,3.99,3.99,3.99,0.00
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.41,3.41,3.41,3.41,3.41,0.00,2.79,2.79,2.79,2.79,2.79,0.00,3.43,3.43,3.43,3.43,3.43,0.00,3.95,3.95,3.95,3.95,3.95,0.00
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.41,3.41,3.41,3.41,3.41,0.00,2.79,2.79,2.79,2.79,2.79,0.00,3.43,3.43,3.43,3.43,3.43,0.00,3.95,3.95,3.95,3.95,3.95,0.00
511,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.51,1.51,1.51,1.51,1.51,0.00,1.18,1.18,1.18,1.18,1.18,0.00,1.44,1.44,1.44,1.44,1.44,0.00,1.72,1.72,1.72,1.72,1.72,0.00
512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.23,1.23,1.23,1.23,1.23,0.00,0.94,0.94,0.94,0.94,0.94,0.00,1.15,1.15,1.15,1.15,1.15,0.00,1.40,1.40,1.40,1.40,1.40,0.00
513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.23,1.23,1.23,1.23,1.23,0.00,0.94,0.94,0.94,0.94,0.94,0.00,1.15,1.15,1.15,1.15,1.15,0.00,1.40,1.40,1.40,1.40,1.40,0.00
527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.10,4.10,4.10,4.10,4.10,0.00,4.70,4.70,4.70,4.70,4.70,0.00,4.36,4.36,4.36,4.36,4.36,0.00,3.57,3.57,3.57,3.57,3.57,0.00
528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.62,3.62,3.62,3.62,3.62,0.00,3.41,3.41,3.41,3.41,3.41,0.00,3.73,3.73,3.73,3.73,3.73,0.00,3.86,3.86,3.86,3.86,3.86,0.00
529,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.48,2.48,2.48,2.48,2.48,0.00,2.00,2.00,2.00,2.00,2.00,0.00,2.46,2.46,2.46,2.46,2.46,0.00,2.86,2.86,2.86,2.86,2.86,0.00
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.24,1.24,1.24,1.24,1.24,0.00,0.95,0.95,0.95,0.95,0.95,0.00,1.16,1.16,1.16,1.16,1.16,0.00,1.41,1.41,1.41,1.41,1.41,0.00
531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.19,1.19,1.19,1.19,1.19,0.00,0.91,0.91,0.91,0.91,0.91,0.00,1.11,1.11,1.11,1.11,1.11,0.00,1.34,1.34,1.34,1.34,1.34,0.00
532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.23,1.23,1.23,1.23,1.23,0.00,0.94,0.94,0.94,0.94,0.94,0.00,1.15,1.15,1.15,1.15,1.15,0.00,1.40,1.40,1.40,1.40,1.40,0.00
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.61,0.61,0.61,0.61,0.61,0.00,0.47,0.47,0.47,0.47,0.47,0.00,0.58,0.58,0.58,0.58,0.58,0.00,0.69,0.69,0.69,0.69,0.69,0.00
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,0.16,0.16,0.16,0.16,0.00,0.12,0.12,0.12,0.12,0.12,0.00,0.15,0.15,0.15,0.15,0.15,0.00,0.18,0.18,0.18,0.18,0.18,0.00
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.76,0.76,0.76,0.76,0.76,0.00,0.70,0.70,0.70,0.70,0.70,0.00,0.86,0.86,0.86,0.86,0.86,0.00,1.04,1.04,1.04,1.04,1.04,0.00
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04,1.04,1.04,1.04,1.04,0.00,0.94,0.94,0.94,0.94,0.94,0.00,1.15,1.15,1.15,1.15,1.15,0.00,1.40,1.40,1.40,1.40,1.40,0.00
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.69,0.69,0.69,0.69,0.69,0.00,0.67,0.67,0.67,0.67,0.67,0.00,0.82,0.82,0.82,0.82,0.82,0.00,1.00,1.00,1.00,1.00,1.00,0.00
570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,0.94,0.94,0.94,0.94,0.94,0.00,1.15,1.15,1.15,1.15,1.15,0.00,1.40,1.40,1.40,1.40,1.40,0.00
588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.64,0.64,0.64,0.64,0.64,0.00,0.62,0.62,0.62,0.62,0.62,0.00,0.76,0.76,0.76,0.76,0.76,0.00,0.93,0.93,0.93,0.93,0.93,0.00
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,0.94,0.94,0.94,0.94,0.94,0.00,1.15,1.15,1.15,1.15,1.15,0.00,1.40,1.40,1.40,1.40,1.40,0.00
590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,0.94,0.94,0.94,0.94,0.94,0.00,1.15,1.15,1.15,1.15,1.15,0.00,1.40,1.40,1.40,1.40,1.40,0.00
608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.59,0.59,0.59,0.59,0.59,0.00,1.01,1.01,1.01,1.01,1.01,0.00,0.78,0.78,0.78,0.78,0.78,0.00,1.06,1.06,1.06,1.06,1.06,0.00
609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.68,1.68,1.68,1.68,1.68,0.00,1.28,1.28,1.28,1.28,1.28,0.00,1.75,1.75,1.75,1.75,1.75,0.00
610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.75,1.75,1.75,1.75,1.75,0.00,1.30,1.30,1.30,1.30,1.30,0.00,1.78,1.78,1.78,1.78,1.78,0.00
626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0.04,0.04,0.04,0.04,0.00,0.05,0.05,0.05,0.05,0.05,0.00,0.05,0.05,0.05,0.05,0.05,0.00,0.05,0.05,0.05,0.05,0.05,0.00
628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53,0.53,0.53,0.53,0.53,0.00,1.04,1.04,1.04,1.04,1.04,0.00,0.73,0.73,0.73,0.73,0.73,0.00,1.02,1.02,1.02,1.02,1.02,0.00
629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.89,1.89,1.89,1.89,1.89,0.00,1.32,1.32,1.32,1.32,1.32,0.00,1.86,1.86,1.86,1.86,1.86,0.00
630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.89,1.89,1.89,1.89,1.89,0.00,1.32,1.32,1.32,1.32,1.32,0.00,1.86,1.86,1.86,1.86,1.86,0.00
646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.62,0.62,0.62,0.62,0.62,0.00,0.67,0.67,0.67,0.67,0.67,0.00,0.70,0.70,0.70,0.70,0.70,0.00,0.70,0.70,0.70,0.70,0.70,0.00
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18,0.18,0.18,0.18,0.18,0.00,0.19,0.19,0.19,0.19,0.19,0.00,0.21,0.21,0.21,0.21,0.21,0.00,0.20,0.20,0.20,0.20,0.20,0.00
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.48,0.48,0.48,0.48,0.48,0.00,0.94,0.94,0.94,0.94,0.94,0.00,0.66,0.66,0.66,0.66,0.66,0.00,0.92,0.92,0.92,0.92,0.92,0.00
649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.79,1.79,1.79,1.79,1.79,0.00,1.32,1.32,1.32,1.32,1.32,0.00,1.86,1.86,1.86,1.86,1.86,0.00
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.73,1.73,1.73,1.73,1.73,0.00,1.32,1.32,1.32,1.32,1.32,0.00,1.86,1.86,1.86,1.86,1.86,0.00
665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.31,1.31,1.31,1.31,1.31,0.00,1.41,1.41,1.41,1.41,1.41,0.00,1.49,1.49,1.49,1.49,1.49,0.00,1.49,1.49,1.49,1.49,1.49,0.00
666,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.32,1.32,1.32,1.32,1.32,0.00,1.39,1.39,1.39,1.39,1.39,0.00,1.52,1.52,1.52,1.52,1.52,0.00,1.45,1.45,1.45,1.45,1.45,0.00
667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.07,1.07,1.07,1.07,1.07,0.00,1.36,1.36,1.36,1.36,1.36,0.00,1.33,1.33,1.33,1.33,1.33,0.00,1.58,1.58,1.58,1.58,1.58,0.00
668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.39,1.39,1.39,1.39,1.39,0.00,1.32,1.32,1.32,1.32,1.32,0.00,1.86,1.86,1.86,1.86,1.86,0.00
669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.39,1.39,1.39,1.39,1.39,0.00,1.32,1.32,1.32,1.32,1.32,0.00,1.86,1.86,1.86,1.86,1.86,0.00
684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.31,1.31,1.31,1.31,1.31,0.00,1.42,1.42,1.42,1.42,1.42,0.00,1.48,1.48,1.48,1.48,1.48,0.00,1.49,1.49,1.49,1.49,1.49,0.00
685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.32,1.32,1.32,1.32,1.32,0.00,1.39,1.39,1.39,1.39,1.39,0.00,1.52,1.52,1.52,1.52,1.52,0.00,1.45,1.45,1.45,1.45,1.45,0.00
686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.18,1.18,1.18,1.18,1.18,0.00,1.39,1.39,1.39,1.39,1.39,0.00,1.44,1.44,1.44,1.44,1.44,0.00,1.62,1.62,1.62,1.62,1.62,0.00
687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.39,1.39,1.39,1.39,1.39,0.00,1.32,1.32,1.32,1.32,1.32,0.00,1.86,1.86,1.86,1.86,1.86,0.00
688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.96,0.96,0.96,0.96,0.96,0.00,1.39,1.39,1.39,1.39,1.39,0.00,1.32,1.32,1.32,1.32,1.32,0.00,1.86,1.86,1.86,1.86,1.86,0.00
